2024-06-06 17:51:30.3182|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:13:49.4751|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:13:49.4751|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:23:08.2999|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:23:09.9807|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:23:09.9807|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:23:09.9807|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:23:09.9807|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:27:19.5222|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:27:21.3967|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:27:21.3967|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:27:21.3967|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:27:21.3967|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:33:20.7574|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:33:22.3818|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:33:22.3818|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:33:22.3818|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:33:22.3818|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:37:01.0140|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:37:03.5437|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:37:03.5638|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:37:03.5675|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:37:03.5675|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:40:32.5416|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:40:33.9920|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:40:33.9920|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:40:33.9920|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:40:33.9920|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:42:48.7179|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:42:50.9686|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:42:50.9757|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:42:50.9757|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:42:50.9757|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:44:36.3508|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:44:38.1390|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:44:38.1455|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:44:38.1455|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:44:38.1455|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:48:43.8776|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:48:45.4467|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:48:45.4467|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:48:45.4467|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:48:45.4467|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:48:58.1864|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:49:00.3357|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:49:00.4355|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:49:00.4438|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:49:00.4438|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:51:20.4385|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:51:22.3219|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:51:22.3219|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:51:22.3219|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:51:22.3219|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 18:54:26.5965|0|DEBUG|Program|init main |url: |action: 
2024-06-06 18:54:28.8998|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 18:54:28.8998|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 18:54:28.8998|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 18:54:28.8998|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:07:24.1747|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:07:25.8253|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:07:25.8253|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:07:25.8253|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:07:25.8253|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:16:57.6211|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:16:59.2575|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:16:59.2575|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:16:59.2575|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:16:59.2575|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:19:14.4766|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:28:08.5452|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:28:09.7840|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:28:09.8163|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:28:09.8163|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:28:09.8163|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:28:16.2726|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:30:22.7589|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:30:24.3365|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:30:24.3365|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:30:24.3365|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:30:24.3365|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:30:32.7118|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:37:23.9962|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:37:25.0012|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:37:25.0049|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:37:25.0049|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:37:25.0049|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:37:36.5357|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:37:56.7381|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:37:57.6508|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:37:57.6508|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:37:57.6508|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:37:57.6508|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:38:14.0434|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:39:43.2018|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:39:44.1611|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:39:44.1611|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:39:44.1611|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:39:44.1611|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:39:56.2632|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message/ppppp|action: 
2024-06-06 19:42:33.3654|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:42:34.6174|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:42:34.6174|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:42:34.6174|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:42:34.6174|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:42:41.8958|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:47:21.0837|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:47:23.3189|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:47:23.3189|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:47:23.3189|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:47:23.3189|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:47:30.1123|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:52:12.5533|0|INFO|Microsoft.Hosting.Lifetime|Application is shutting down... |url: |action: 
2024-06-06 19:52:34.1604|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:52:35.7241|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:52:35.7241|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:52:35.7241|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:52:35.7241|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:52:46.2620|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message/all|action: 
2024-06-06 19:56:38.6047|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:56:39.9928|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 19:56:39.9928|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 19:56:39.9928|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 19:56:39.9928|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 19:57:02.7742|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:57:50.8722|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:57:57.6284|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: 
2024-06-06 19:58:40.4222|0|DEBUG|Program|init main |url: |action: 
2024-06-06 19:58:46.2258|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: AddNewMessage
2024-06-06 19:58:41.7277|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 20:06:13.1116|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 20:06:13.1116|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 20:06:13.1116|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 20:06:20.2304|0|INFO|Microsoft.Hosting.Lifetime|Application is shutting down... |url: |action: 
2024-06-06 21:20:35.3688|0|DEBUG|Program|init main |url: |action: 
2024-06-06 21:20:36.8801|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 21:20:36.8801|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 21:20:36.8801|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 21:20:36.8801|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 21:20:50.8618|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: AddNewMessage
2024-06-06 21:26:17.8797|0|DEBUG|Program|init main |url: |action: 
2024-06-06 21:26:19.3966|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 21:26:19.3966|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 21:26:19.3966|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 21:26:19.3966|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 21:26:27.4727|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message/all|action: GetMessageByChat
2024-06-06 21:29:56.0826|0|DEBUG|Program|init main |url: |action: 
2024-06-06 21:29:57.1914|0|ERROR|Program|Stopped ChatMicroservice because of exception System.InvalidOperationException: The CORS protocol does not allow specifying a wildcard (any) origin and credentials at the same time. Configure the CORS policy by listing individual origins if credentials needs to be supported.
   at Microsoft.AspNetCore.Cors.Infrastructure.CorsPolicyBuilder.Build()
   at Microsoft.AspNetCore.Builder.CorsMiddlewareExtensions.UseCors(IApplicationBuilder app, Action`1 configurePolicy)
   at Program.<Main>$(String[] args) in C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats\Program.cs:line 106|url: |action: 
2024-06-06 21:30:40.0199|0|DEBUG|Program|init main |url: |action: 
2024-06-06 21:30:41.5787|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 21:30:41.5823|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 21:30:41.5823|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 21:30:41.5823|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 21:30:47.9585|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: AddNewMessage
2024-06-06 21:33:07.3423|0|DEBUG|Program|init main |url: |action: 
2024-06-06 21:33:08.5599|0|ERROR|Program|Stopped ChatMicroservice because of exception System.InvalidOperationException: Error while validating the service descriptor 'ServiceType: DomainServices.Chat.Interface.IInviteService Lifetime: Scoped ImplementationType: DomainServices.Chat.Realization.InviteService': Unable to resolve service for type 'Goods.System.Social.Network.DAL.Repository.Interface.IUserRepository' while attempting to activate 'DomainServices.Chat.Realization.InviteService'.
 ---> System.InvalidOperationException: Unable to resolve service for type 'Goods.System.Social.Network.DAL.Repository.Interface.IUserRepository' while attempting to activate 'DomainServices.Chat.Realization.InviteService'.
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteFactory.CreateArgumentCallSites(Type implementationType, CallSiteChain callSiteChain, ParameterInfo[] parameters, Boolean throwIfCallSiteNotFound)
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteFactory.CreateConstructorCallSite(ResultCache lifetime, Type serviceType, Type implementationType, CallSiteChain callSiteChain)
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteFactory.TryCreateExact(ServiceDescriptor descriptor, Type serviceType, CallSiteChain callSiteChain, Int32 slot)
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteFactory.GetCallSite(ServiceDescriptor serviceDescriptor, CallSiteChain callSiteChain)
   at Microsoft.Extensions.DependencyInjection.ServiceProvider.ValidateService(ServiceDescriptor descriptor)
   --- End of inner exception stack trace ---
   at Microsoft.Extensions.DependencyInjection.ServiceProvider.ValidateService(ServiceDescriptor descriptor)
   at Microsoft.Extensions.DependencyInjection.ServiceProvider..ctor(ICollection`1 serviceDescriptors, ServiceProviderOptions options)|url: |action: 
2024-06-06 21:33:48.5321|0|DEBUG|Program|init main |url: |action: 
2024-06-06 21:33:50.1036|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5289 |url: |action: 
2024-06-06 21:33:50.1036|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2024-06-06 21:33:50.1036|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2024-06-06 21:33:50.1036|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\димон\Desktop\Я\РУСАЛ\SocialNet\SocialNetworkSystem\Goods.Social.Network\Goods.System.Social.Network.Microservice.Chats |url: |action: 
2024-06-06 21:34:02.1734|3|WARN|Microsoft.AspNetCore.HttpsPolicy.HttpsRedirectionMiddleware|Failed to determine the https port for redirect. |url: http://localhost/api/Message|action: Get
2024-06-06 21:34:02.6284|0|INFO|Goods.System.Social.Network.Microservice.Chats.Controllers.MessageController|Вызван метод Get |url: http://localhost/api/Message|action: Get
